Nary094fn,0,3,0,2017年3月27日,江苏南京,2019-7-17 09:31:58,21寸雷克萨斯LX570，升级丰田酷路泽，陆巡，,0.819216668269615
夜夜醉青楼1071,0,9,71,2017年8月6日,河北衡水,2019-5-29 11:48:34,正前把18年的酷路泽4000卖了，填钱买的二手老款570，驾驶感受比酷路泽强，朋友有台18款的酷路泽57中低配，对比下个人感受如下：方向盘比酷路泽轻很多，和霸道差不多，减震悬挂比酷路泽更细腻，配置当然高些，视野比酷路泽好些，因为酷路泽的前机盖凸起的比凌志高，动力我怎么开着比朋友的酷路泽57轻快，也许他没磨合好，但开了几个月觉得依然不是我的菜，17年买的es200开了1个月开着肉留给哥哥开了，年底买了量塞纳运动se，18年初买的s3给媳妇开，其实还是我喜欢开我开的多，后来塞纳由于借的人太多，卖了买的酷路泽4000，今年年初买的二手这个车，发现依然不是我的菜，毕竟也不越野，也不跑工地，都是马路上开，所以想换台轿车，要是二手的合适就买台二手的，我怕开几个月又开够了右前右后，阳光太强手机照的尾灯有点发亮左后左前这张光线还好12年6月出厂后排看前排实表越野一堆扭，一次没用过上面是全景摄像和前后雷达，下面的没用过方向盘加热很快，冬天10秒左右就热起来了通风加热快7年了轻微磨损主驾驶门，反光了右后门还是右后门，反光了后排没啥用后排，遥控器，杯架收起来后备箱电尾12款前没有桃木上的亮条缺点：豪华，静谧，性能不如bba和路虎优点：皮实耐用，保值,0.0
夜夜醉青楼1071,0,9,71,2017年8月6日,河北衡水,2019-5-29 11:55:38,两把这样的，一个卡片的,0.8547723257600568
人老心不老2011,0,16,5869,2011年3月18日,新疆伊犁,2019-5-29 12:13:39,,None
lanniaowang,1,139,2081,2006年8月20日,广西南宁,2019-5-29 12:52:35,什么价？,0.7716802168021679
夜夜醉青楼1071,0,9,71,2017年8月6日,河北衡水,2019-5-29 13:05:57,怎么也得卖60几吧,0.10347915996851131
like凌志,2,30,6361,2011年9月24日,河北唐山,2019-5-29 13:55:04,好车,0.5
夜夜醉青楼1071,0,9,71,2017年8月6日,河北衡水,2019-5-29 15:04:31,加钱换的,0.5582929402021775
wolove11,0,70,2947,2011年2月18日,福建厦门,2019-5-29 16:11:22,"要不了啊，我这边国五以下只准出不准进，牌子都上不了了，淘汰品了能卖45吗？",0.020641258388176653
夜夜醉青楼1071,0,9,71,2017年8月6日,河北衡水,2019-5-29 22:54:04,差不多,0.5062500000000001
湖南老何,0,0,18,2018年11月15日,湖南长沙,2019-5-29 23:29:15,兄弟，微信号多少？,0.35037768121589785
夜夜醉青楼1071,0,9,71,2017年8月6日,河北衡水,2019-5-30 09:26:33,私信吧,0.9375693187010596
老郑1980,0,10,36,2015年9月25日,江苏镇江,2019-5-30 22:51:16,已关注你,0.7901236000114357
夜夜醉青楼1071,0,9,71,2017年8月6日,河北衡水,2019-5-31 23:51:34,加了,0.483455882352941
EB1509,0,25,626,2012年3月29日,河北石家庄,2019-6-1 22:48:57,还有一点，LX570过弯没感觉LC5700过弯好像台车飞出去一样。,0.6590970290541117
夜夜醉青楼1071,0,9,71,2017年8月6日,河北衡水,2019-6-2 08:09:59,差不多和lc，带大梁的车操控肯定不好,0.7267698677987876
vinson7729,0,19,146,2008年3月3日,辽宁大连,2019-6-2 21:04:29,想问下，13款的拉手刹，D挡正常，N不溜车，但是R档踩油门会倒车，你的也是这样么,0.048885230141858194
夜夜醉青楼1071,0,9,71,2017年8月6日,河北衡水,2019-6-3 01:14:17,r档踩油门肯定会倒车啊，我没听明白,0.06210394382438922
夜夜醉青楼1071,0,9,71,2017年8月6日,河北衡水,2019-6-3 01:17:35,对了你的车有没有大台类似硬塑料的异响,0.020313320630302556
韩寒717,0,12,64,2017年7月30日,山西阳泉,2019-6-3 20:03:37,私信***,0.7716958785084825
夜夜空相信,0,6,10,2014年12月11日,北京,2019-6-3 23:45:53,留个联系方式,0.6211879583745933
夜夜空相信,0,6,10,2014年12月11日,北京,2019-6-4 00:08:42,出得话私信我已经关注你了,0.7716459824211666
夜夜醉青楼1071,0,9,71,2017年8月6日,河北衡水,2019-6-5 11:41:30,私信你了,0.5
weiyingcai,0,0,8,2017年2月21日,甘肃兰州,2019-6-21 23:11:31,老乡车还在吗？看牌子唐山的,0.6528500359005048
夜夜醉青楼1071,0,9,71,2017年8月6日,河北衡水,2019-6-22 10:06:47,恩唐山的,0.9395045540711396
aba2n8fct,0,0,8,2018年12月21日,新疆昌吉,2019-6-28 03:58:42,车出吗,0.5
别跟大叔比性感,0,7,26,2012年4月19日,内蒙古呼伦贝尔,2019-6-28 07:26:21,你好，怎么联系你,0.5312500000000001
aq6z4rryd,0,0,5,2019年5月27日,河北石家庄,2019-7-1 04:57:15,关注，报个价，我石家庄的,0.985983384016745
seajeff,5,198,3926,2013年5月6日,江苏苏州,2019-7-1 15:25:54,哈哈，好车啊，加个v研究下，跟我一样爱折腾,0.7783073172343205
唛子1,0,2,35,2017年3月15日,上海,2019-7-15 12:28:14,大哥车出了嘛？,0.5312848799189701
程壹凡,2,52,607,2014年5月19日,陕西西安,2019-7-15 13:10:46,我的想出,0.5
唛子1,0,2,35,2017年3月15日,上海,2019-7-15 19:30:50,关注一下呗！,0.8120805369127518
程壹凡,2,52,607,2014年5月19日,陕西西安,2019-7-15 19:33:01,你私信我，我私信不了你,0.3219368415787851
gxxjsc,0,39,525,2011年2月7日,内蒙古鄂尔多斯,2019-7-16 11:03:18,你好，我有意，私信我一下联系方式,0.4647760975348525
jungle0414,0,1,8,2016年10月27日,山东烟台,2019-7-17 00:53:48,刚买，为啥想出呢？,0.05344881620441866
程壹凡,2,52,607,2014年5月19日,陕西西安,2019-7-17 08:58:34,因为我还有一台大g，这俩得卖一台，有点重复，卖大g也可以，570舒服,0.08761349657294892
程壹凡,2,52,607,2014年5月19日,陕西西安,2019-7-13 11:19:07,一直想买一辆v8排量，过过瘾，一直想买的是轿车，在一个机缘巧合的情况下，发现了它，也是缘分于是联系车主老大哥，聊的比较投机，很豪爽，于是第二天派个检测的去湖南检测了，检测的没问题，我定了机票，说走就走，感谢老婆支持我的爱好，于是开启了美丽的湖南行6点起床，赶8点的飞机??，带着怀孕的老婆，一起圆梦我的v8小姐姐态度很好全程微笑准备起飞初次见你无死角的好看第二天吃完中饭，老哥给加满油，送我们到高速口，真是相见恨晚，路过宁乡服务区，一路通行，交警叔叔也没查，后排还可以看电影，真是老少皆宜，长途欢乐多第一件事就是带你来大保养整车检查，能换的全换了，油水，刹车片，变速箱油，方向助力油，空滤空调滤，等等～高速的油耗超乎我的想象终于抵达西安这么多年，还保持如初玻璃崩了一个小碎点，原车主老哥也没处理，索性换了个镀膜玻璃，全车也贴了最好的太阳膜听说是双层玻璃，里面贴好的太阳膜，。直接换了，效果真的不错，牛x，卖玻璃的，把贴太阳的搞死了洗干净整备好停在一起买完才发现，g的车牌很适合570,0.991039829800875
版主审核团队,0,0,0,2018年3月8日,北京,2019-7-13 11:59:00,"此主帖已经被版主审核团队设为精华帖帖子标题：写在拥有你的那一刻lx570精华理由：分享",0.056511188952828584
OmarJane,0,0,7,2014年4月5日,广东茂名,2019-7-13 20:54:34,老哥全部下来多少？,0.5
程壹凡,2,52,607,2014年5月19日,陕西西安,2019-7-13 21:31:27,情怀价，这几天在整备，里里外外全部正在弄，玩腻了，在出手,0.5535182975610335
景翔777,0,60,937,2014年1月1日,北京,2019-7-14 00:39:39,那一年的，,0.5492584745762712
程壹凡,2,52,607,2014年5月19日,陕西西安,2019-7-14 08:34:55,12,0.3294117647058823
EB1509,0,25,626,2012年3月29日,河北石家庄,2019-7-14 15:04:06,换套KING氮气搅牙避震刹车斑保GT6配402碟后面F50配390碟,0.004519611512487809
程壹凡,2,52,607,2014年5月19日,陕西西安,2019-7-14 15:14:53,换的都是原厂件，其他的不乱改了,0.044456288604494576
liuxing_168,0,1,5,2015年1月30日,广东深圳,2019-7-14 16:01:35,应该不是12款,0.25620817526525674
�I大果子被踩死,0,16,180,2014年12月1日,黑龙江哈尔滨,2019-7-14 22:49:25,兄弟你这车的仪表是09款的12款中空电脑都是彩色了而且机械表没有蓝色的背景了…,0.15154313441496237
程壹凡,2,52,607,2014年5月19日,陕西西安,2019-7-14 23:19:56,11年底出厂，12年注册登记的，09款改12款，而且车子没有事故的，买的也不贵,5.909417257532468e-06
stoneweiping,0,12,275,2014年8月24日,广东深圳,2019-7-16 11:47:51,亲爱的楼主，多少钱啊，心痒的不行,0.7383381058664842
程壹凡,2,52,607,2014年5月19日,陕西西安,2019-7-16 12:09:16,5x,0.5
gxxjsc,0,39,525,2011年2月7日,内蒙古鄂尔多斯,2019-7-17 07:30:02,私信下你的联系方式，我有意,0.43794607405682795
农村卡哇一,0,10,94,2016年6月26日,黑龙江鸡西,2019-7-17 07:31:26,你是请什么地方检测的？我也打算入手一台12的。,0.3248902441726804
程壹凡,2,52,607,2014年5月19日,陕西西安,2019-7-17 08:57:14,检车家，挺不错的，你可以上网搜一下,0.9007575505826985
XW石头,0,3,40,2019年4月18日,河南驻马店,2019-5-5 23:11:00,最近换车想要的私信,0.8242614816327619
abc999120021,0,14,48,2016年8月24日,山东威海,2019-5-6 10:25:37,有意加关注,0.7955253114026908
周1560437,0,29,86,2017年11月17日,吉林长春,2019-5-6 21:53:39,关注了私信谢谢,0.9873071696040643
aj7ajw23g,0,1,21,2018年5月29日,江苏南京,2019-5-8 04:27:06,给个联系方式楼主,0.6994504478129213
XW石头,0,3,40,2019年4月18日,河南驻马店,2019-5-8 08:48:11,关注私聊,0.98132249165078
XW石头,0,3,40,2019年4月18日,河南驻马店,2019-5-11 09:20:59,私信,0.9375693187010596
ay5tdt3j7,0,0,75,2019年5月10日,浙江杭州,2019-5-11 09:49:25,我的最爱,0.7790473730968941
