HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-23 17:54:43,目录忍痛割爱V40圆梦喜迎IS忍痛割爱V40先说一下我的上一台车，也是我的第一台车，窝窝14款V40，不得不说，这绝对是一台好车，用料足设计佳配置高操控好，5缸2.0t，刷了北极星后马力达到213，爱信6AT换挡逻辑也明显提高，绝对的大马拉小车，S档地板油推背感不输飞机起跑。但是，但是，唯一的不足就是空间，老实说前排没毛病（本人身高181CM），主副驾驶位都可以调的无敌舒服，可后排就呵呵哒了，所以单身狗用来撒野把妹的话这台车挑不出任何毛病。而随着时间的推移，年龄的增长，18年我结婚了，父母进一步吐糟这车的空间，同时也考虑到18年国六的消息已经放出，我这国四的车肯定会迎来政策性贬值，所以咬咬牙换就换吧，想想有新车开也挺好。不过后来卖完我还是挺后悔的，除了ST（这货是真喜欢，不过买菜性远低于V40），这个价位现在市场上已经很难买到性能那么好的纯进口车了，而且缸多一个压死人，虽然没有6缸那么雄厚，不过平顺性和发动机声音真的比四缸要好，但是油耗也就是一个4缸的水平，可以说这台5缸机头是各占了4缸和6缸的一部分优点。与前任第一次约会经典的尾灯与前任最后一次约会圆梦喜迎IS边卖边选了半年的车，在预算范围内最后的PK是IS300F-sport和新版国产XC60。除了窝窝，雷克萨斯也是我和老婆一直非常喜欢的品牌，无奈价格一直高高在上，而且车子风格更偏商务稳重，这一代IS从若干年前上市时我就被它完美的外形设计惊艳了，在我心目中，这一代IS的设计可以说是4门车中排第一的，这外形就值2万。所以当我了解到由于IS全系国五的原因竟然有不小的优惠，我毫不犹豫的把它列入了目标清单。新一代XC60也是好车，性价比也高，是一台从外到内挑不出明显毛病的SUV，最后IS胜出的原因主要只有3点：1.IS进口，XC60国产（曾经对比过朋友国产的S60L和我的V40，我还是很迷信进口品质的）2.IS落地价比XC60少几万（智远版），而且后期还有免费保养3.我是个理性的人，谁家的钱也不是天上掉下来的，雷车这么有性价比的机会可不多，要是原价的雷车我应该不会考虑，所以我知道，如果我这次放弃了雷车，估计以后更难实现入手雷车的梦想了。我个人是很喜欢红色的，无奈老婆和家里人都反对，只好选了个最没毛病的银外红内（明骚不行就闷骚）。下面谈一下个人的使用感受吧。IS虽然设计很运动，但总的来说还是非常的雷克萨斯，隔音水平业内领先，座椅内饰温馨舒适，悬挂硬中带柔，油门和变数箱的调教依然商务。在四儿子也试驾了很多次ES300H，跟ES相比，IS的地盘明显更紧致更厚重，更有高级感，动力储备明显强于ES混动，不过ES的隔音更牛逼，车门关上的时候都能感到耳膜的压力，这方面实在佩服。IS与原来的V40相比，一个三厢中级后驱车，一个两厢紧凑型前驱车，错位的部分就不谈了，主要谈一下性能与操控。IS标称的245马力，实际的动力反应远不如213马力的V40，尤其是起步和中低速行驶，调教的是真的面，两车都是225/45R17的胎，0-1跑不过我原来的V40。不过，上了100公里以后，IS终于让你明白这245马力去哪里了，后劲十足的同时车身稳定性也很好，我开150，160的时候如果不说坐车的人完全不知道有这么快了，大概也就是个120的感觉。V40后段动力储备也很足，高速再加速也不虚，但是120以后会比IS感觉噪一点点，而且收油的时候减速感明显，IS不会，这也符合两个车底盘差距的表现，毕竟价格上差了一台飞度呢。可是所谓前驱后驱操控推头的问题，我个人驾驶风格比较理性，不下赛道，车少路况好视线佳最多就飙到过200，过弯最快也就80（肯定不是急弯，急弯肯定更慢），反正我是没有感受出来有明显的区别。同事有台Q50L我也开过，同样的后驱，同样的脚刹。Q50L空间比IS大，舒适性更强，刹车比较软，发动机声音呼噜呼噜地不如IS好听，隔音不如IS，加速性不错，油门比IS跟脚。用料也不错，说实话性价比不错，不知道为啥销量这么惨。其他的一些问题，我这台IS有一点点向右跑偏，速度上了80以上才会比较明显，120以上很明显，市区行驶根本看不出来，但是一开高速总要拉着一点方向，很是难受。去四儿子反反复复调了4，5次，最后一次人家车间总监专门花了一天给我反复调了试试了调，最后告诉我四轮定位数据已经非常精确了，调无可调了，再觉得接受不了只能动车架和悬挂硬调了，然鹅跑偏问题存在。哎，据说这车跑偏是正品的表现？还请各位车友如果多多指教。还有IS的脚刹，个人还是更喜欢V40的手刹，拉着真顺手，等红灯的时候N党手刹一气呵成，很有安全感。现在面对脚刹这蹬腿的动作感觉又慢傻又不优雅，遇到陡坡还踩不紧。原来的V40的雷达比IS聪明，电子辅助驾驶功能实用（自动刹车，变线辅助），举个例子，IS后排气管比较低，有些停车位的限位杆比较高就有可能撞上，但是后雷达不一定会叫，这种情况下必须要心里有数下车好好打量打量高度，V40的雷达只要叫了就肯定有问题，但只要不叫就绝对安全，原装窝窝安全性没得说。不过IS有倒车影像（V40没有）这个功能对大部分人来说还是更友好的。再有就是两厢车比三厢车能装，IS的后备箱是真精致。IS的车漆是真的薄，V40比较厚，可能日系车的特点吧，新车一个月就发现副驾车门一大竖条印子，打蜡抛光无效，真想干死停车开门不道德的垃圾们。现在一万公里了也有很多小碎划痕，怀疑是被行驶中飞溅的石子划的。还有一点我觉得也不太好，就是雷克萨斯车间不让人进也透明玻璃可以看到，以前窝窝的车间随便进，我可以直接到车子旁边跟师傅交流。话说我的IS第一次进车间（处理跑偏的问题）出来大灯旁边竟然被磕掉一小块漆，像扳手或是什么工具磕的，最后交涉完也只是答应给我免费喷一次漆，可我特么是原厂漆啊，而且还是一血，喷完顿时新车变旧车，喷了难受不喷也难受。瑕不掩瑜吧，总的来说，IS是一台好车，像一个活好的贤妻良母，让人各方面都感到很舒服，但偶尔也能激情一下，越用越喜欢。自己动手丰衣足食完美出浴照,0.9999999997022135
版主审核团队,0,0,0,2018年3月8日,北京,2019-6-23 19:05:26,"此主帖已经被版主审核团队设为精华帖帖子标题：忍痛割爱V40，圆梦喜迎IS精华理由：分享",0.006622586557199939
princeAustin,0,37,223,2013年12月3日,广东佛山,2019-6-23 19:12:53,楼主是在广州那间提车的，多少下地哈,0.30678935298324417
dryin,1,11,6833,2012年3月15日,山东青岛,2019-6-23 19:52:09,不错！恭喜提车,0.9378454184159681
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-23 20:44:52,琶洲中升，价格是不是不能公开说？,0.08722366013953886
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-23 20:45:21,谢谢,0.5965665236051504
粤A豪仔,0,8,37,2014年11月9日,山西长治,2019-6-23 21:14:39,我都系广州啊，27号提啊，同色啊同你，加个v交流下吗,0.05793693196283123
粤A豪仔,0,8,37,2014年11月9日,山西长治,2019-6-23 21:43:35,加关注你了,0.784546009435195
守护姨父的微笑,0,7,181,2017年8月30日,上海杨浦,2019-6-23 21:48:20,炎蓝车主飘过，给你几个建议，首先轮胎换掉，换成运动型轮胎，比如pzero或者米胖子的ps4。其次这变速箱是精神分裂的，正常行驶平顺为主，变速慵懒。你要激进，切sport模式，然后转速保持3500转以上试试看。,0.3019882046000423
DaLianQ50L,0,0,4,2018年9月28日,北京,2019-6-23 21:49:19,活好的贤妻良母～精准,0.998838598525265
Jackie同学,0,0,33,2017年4月10日,广东中山,2019-6-23 22:02:57,"型到爆啦，到时换代和es比较下再决定买哪个",0.11375796667023763
dreamhat,0,18,133,2015年2月28日,上海,2019-6-23 22:16:51,"is的后排比v40只大一丢丢。。。",0.2579099969260228
荼靡咿呀,0,0,1,2019年6月22日,广东广州,2019-6-23 22:31:31,挺酷的,0.5
princeAustin,0,37,223,2013年12月3日,广东佛山,2019-6-23 22:35:03,琶洲中升是不是规定头三次保养一定要在他们店？,0.18306648895648958
乔书亚,0,3,260,2016年11月25日,广东珠海,2019-6-23 23:23:54,比我的照片还精致看来你爱的深沉我还心心念着A5quattro哈哈哈哈,0.9919493014028664
狮屎胜於熊便,2,39,2764,2016年2月27日,江苏苏州,2019-6-24 00:20:36,"本来第一台也打算买v40",0.31702394315650206
IS300炫酷,0,0,21,2015年3月11日,江苏泰州,2019-6-24 01:11:59,"IS座椅与方向盘结合是硬伤,三椎冰高发",0.34625147788662414
陈熊熊,0,7,695,2016年5月17日,浙江宁波,2019-6-24 06:22:29,进口丰田都跑。没法子。人家天生右舵,0.13095973704551334
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-24 08:36:00,好啊，私信我,0.6317853705682674
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-24 08:39:28,谢谢建议，我也有同感有时候上下班必须切到s档跟车，不然干着急。可惜没米，计划原厂胎开废了才换,0.00029691007932530766
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-24 08:40:11,没错,0.38997354131708073
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-24 08:46:25,确实设计的对高个子不太友好，方向盘不能申的太长，腿长的我如果座椅调舒服了方向盘就会离好远，手臂要端着特别累，现在只能折中腿和手各让步一半。我觉得这小日本的驾驶位空间和人体工学设计不如欧洲人，我同事那台Q50L也是一个毛病，我原来两厢的V40驾驶位比这个都宽敞很多（虽然那样后排基本没得坐），现在开久了总算习惯了一点。,0.4585099359447212
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-24 08:48:06,,None
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-24 08:49:03,车子如老婆啊，必须留下青春最美的样子,0.9918819275441131
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-24 08:51:26,只要后排不需要经常坐人，就绝对是一台值得入手的好车，不过新版发动机动力虽好，声音难听了很多～,0.9745831178040916
Calvin8890,3,54,4012,2010年1月6日,广东佛山,2019-6-24 11:25:22,紫泥堂拍的照？,0.09595700814825958
a272727,0,11,156,2014年2月15日,福建漳州,2019-6-24 14:48:07,楼主v40卖了多少，我想入个二手v40,0.037348102983239206
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-24 15:40:28,6万公里，才13，18年8月的价格，感觉好心痛，我的车况在二手车里遥遥领先，哎,0.20288609026033932
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-24 15:40:45,哈哈，好眼力,0.837330186885676
大庆森然酒庄,1,3,227,2015年8月21日,黑龙江大庆,2019-6-24 18:35:37,0-100看扭矩～0-400看马力。v40车轻扭矩大自然0-1快,0.8252446451595818
不懂老兮,0,8,70,2017年2月23日,江苏常州,2019-6-24 19:10:33,羡慕啊好好待他！,0.9854176305354617
不懂老兮,0,8,70,2017年2月23日,江苏常州,2019-6-24 19:11:02,帅哥落地多少,0.9916109976417463
ObyO,0,0,61,2016年6月15日,安徽滁州,2019-6-24 22:26:08,cool，老哥,0.7297953905324696
爱家爱车hy,0,0,56,2017年5月19日,湖北黄冈,2019-6-25 09:17:22,is的空间也小啊,0.5374075517336608
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-25 10:12:40,好带2800轴距标准中级车，排除国内各种奇葩的加长版本，已经可以啦,0.9412293256294816
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-25 10:18:01,确实，重量相差两百公斤，马力相差30，跑得过就奇怪了,0.13398616032663135
Calvin8890,3,54,4012,2010年1月6日,广东佛山,2019-6-25 10:30:48,同地点2gr350路过,0.6284215819328453
金圈梦,0,0,3,2018年2月27日,广东广州,2019-6-25 11:21:47,我个人驾驶风格比较理性赛道车路况视线佳最就飙到过200,0.9977108061782621
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-25 12:25:56,安全第一,0.5503512880562061
stevenjoe6,0,3,135,2018年8月19日,广东广州,2019-6-25 16:56:56,同城ES撑你我高速跑160都好稳,0.8142562448708013
鸡鸭成群,1,4,326,2015年7月22日,河北石家庄,2019-6-25 22:28:54,帅炸,0.9379846308964838
疲惫的孩子,0,13,1723,2012年9月25日,山东青岛,2019-6-25 22:30:07,帅,0.9333333333333333
leochenjay,0,57,995,2013年6月10日,上海,2019-6-25 22:49:42,哈哈我以为是和你同一年的老五缸缸卖掉还在纠结买什么车本来也想is可惜停产了现在在考虑xel,0.5432171041241516
Alonegam,0,0,11,2018年10月29日,广东广州,2019-6-26 04:59:39,加个微信，多少？,0.5857156757646775
DaHao8,0,11,68,2015年5月21日,广东广州,2019-6-26 05:20:41,我一落地就换了米其林的ps4！,0.6580880523532247
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-26 08:50:52,IS停产了？,0.8182313426953005
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-26 08:51:45,有钱人！,0.3376786106792071
yangfan124,6,35,488,2010年9月19日,北京海淀,2019-6-26 10:22:24,恭喜恭喜，is确实不错！,0.9857761129803612
awj98x,0,0,9,2018年9月21日,河北保定,2019-6-26 19:38:23,孽障,0.5
ad7y8nbk9,0,5,24,2017年11月29日,江西宜春,2019-6-26 20:10:16,拍的真好看，最真实,0.9606961718056712
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-27 10:44:51,原图直出,0.49608598883844246
gongyimin,1,19,596,2014年1月2日,江苏南京,2019-6-28 23:27:55,当年接近的定价，Q50的VQ37发动机极具吸引力，那动力好的太多了，而且还有优惠。雷车是2.5的V6机头，但是没有优惠，买不起。但雷车内饰的工艺和手感比英菲好的不是一点半点哦，对得起它的售价。,0.45811088246382903
���E_Gino爸,17,32,1172,2018年7月1日,广东珠海,2019-6-29 07:28:50,�h吾出拒绝Lexus��理由，亦讲吾出点解会钟意Volvo��原因Thankyouforsharing.,0.05484779446815269
我爱刘小牛,1,7,243,2013年1月7日,湖北襄阳,2019-6-29 07:42:22,好看,0.7112462006079026
BakerStreet221B_灏,1,4,487,2015年5月14日,山东烟台,2019-6-29 10:29:02,除了后排空间和后备箱空间这车没毛病,0.05066394735755542
mym520123,1,20,1234,2010年3月20日,湖北襄樊,2019-6-29 14:52:31,v40应该留着的这车真心这个级别绝版好车,0.8024786680963764
这车看起来比较高级,0,0,117,2018年2月12日,福建福州,2019-6-29 19:51:33,不是说考虑家庭用吗，is后排和你旧车有啥区别……,0.41184145170524256
Ben_liang,0,6,56,2014年7月3日,广东广州,2019-6-29 21:04:43,影相噶地方系边度啊？,0.20425817181079742
Super毅毅,0,0,24,2016年12月18日,河北石家庄,2019-6-30 00:02:35,帅呆,0.9446067331379783
小肥羊羊是我,0,1,43,2018年7月6日,广东清远,2019-6-30 00:18:02,刚刚问的4s销售，is停产了，多少钱落地？方便私信交流一下吗？,0.9851394361791188
leehom870120,0,38,451,2010年12月14日,江苏南通,2019-6-30 05:39:37,为了空间换is？这理由怎么这么假,0.10920786813529548
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-30 09:44:52,窝窝要真正开过才知道他的好,0.8770748659372427
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-30 09:45:23,说什么都晚了，哎,0.28173012435031963
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-30 09:47:33,不过现在回头看看，G37的设计已经显得很老旧，可IS依旧耐看,0.9239525504008739
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-30 09:48:07,多了十几厘米吧，哈哈,0.34904644621227887
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-30 09:48:51,可以呀,0.5262327818078083
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-30 09:49:20,这颜色是自己改的吗，没见过？,0.1457482397698261
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-30 09:50:12,兄弟去的比我早吧，这地面还这么烂,0.02814845352755435
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-30 09:50:55,紫泥堂,0.11395766471726465
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-6-30 09:53:40,没办法，跟ES一对比就无法拒绝IS的机械性能了,0.00885242785755802
Flower12345678,0,1,9,2017年11月9日,广东深圳,2019-7-1 00:16:18,向右跑偏是因为道路向右倾斜，试试找条路向左斜的，就会发现向左偏了，也不知道是不是方向机悬挂太灵敏了，其次这变速箱比较不积极，建议还是保持高转速用手动挂档才能跑出动力的感觉,8.243778117145162e-06
马大哈哈哈哈,4,49,682,2013年3月5日,湖北武汉,2019-7-1 00:23:25,同级别最美车。不接受反驳。比我的bmw4系还要好看。,0.541655902938059
az6k5hczp,0,0,1,2019年7月1日,广东广州,2019-7-1 09:54:19,同城is??也是偏右，还有隔音不太行,0.10228240870212613
杨小船,1,9,203,2016年1月1日,云南昆明,2019-7-2 01:28:25,当时要不是有is这款车就买了v40了,0.7004228907196123
Solei车,0,1,1,2018年3月8日,河南洛阳,2019-7-2 06:54:21,保险多少钱啊，is,0.17393408060993698
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-7-2 11:54:13,一万多好像，这部分必挨刀的,0.6190641355705658
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-7-2 11:56:05,应该不是路的问题，同一条路为什么开别的车不跑偏，而且已经跑了一万公里了，偏不偏很明显的,0.14304275790156107
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-7-2 12:05:48,那你的跑偏怎么处理？隔音跟谁比吧，我觉得已经很优秀了,0.8098117057350164
起名字一般不会太长,0,0,1,2017年7月21日,广东东莞,2019-7-2 19:22:09,搞了半天是粤A牌,0.08491869751956671
Flower12345678,0,1,9,2017年11月9日,广东深圳,2019-7-3 00:49:46,你都会说别的车了，车不一样没什么好比的，你应该跑一些向左倾的路，你就会发现向左跑偏了,0.0881640644540923
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-7-3 09:44:31,没毛病，我服,0.19159083306515334
农夫的小猪,0,0,23,2018年3月25日,山东菏泽,2019-7-3 15:30:47,没穿丝袜,0.5920391163306048
stansid,0,0,111,2018年7月20日,北京,2019-7-3 16:46:33,小哥买的车永远是这么小众.很不错.,0.9352962577952124
af6c3fglp,0,0,17,2018年10月14日,北京,2019-7-3 20:36:12,这就是传说中的美人痣？,0.987788812822729
HITZeRo_0,1,1,60,2018年10月24日,广东广州,2019-7-3 21:35:16,始终相信卖的好的不一定是好车,0.42484591692796925
stansid,0,0,111,2018年7月20日,北京,2019-7-3 21:57:34,哎呀.你这话说的真棒.其实适合自己的才是好车.换句话说自己喜欢的才是好车就跟选媳妇似的,0.052167289553130436
ad9e6xzst,0,2,29,2018年11月12日,贵州遵义,2019-7-4 09:57:59,"照片拍得很有风格，对比强烈、主体突出、光影有冲击。车也是我心怡的",0.9987771818809803
contra1985,2,137,8230,2006年11月15日,天津河西,2019-7-4 11:14:32,700一条RE050就别原厂高个档次。普通模式起步慢是故意调低了油门反应，地板油的话普通和S都不怎么降档感觉也很慢...,0.0036066197759866414
contra1985,2,137,8230,2006年11月15日,天津河西,2019-7-4 11:37:53,"右跑偏这个不是IS的问题，是车在高速上都会右跑偏因为路往右倾斜，只是明显不明显的问题，我开过的车里发神是偏的最少的，GL8偏的最严重，IS300和G37差不多。而且这车前门前边是往里窝进去的视觉中心离左A柱很近所以对正前方位置的判断会受到影响。",0.0004647969969041599
林小胖13,1,11,237,2015年5月1日,广东广州,2019-7-4 20:04:53,车友~别走丢了，我系番禺区车友，***到时候我地本地��一起聚下？,0.14136752439379863
stevenjoe6,0,3,135,2018年8月19日,广东广州,2019-7-4 21:18:40,原车色只是贴了车衣,0.09540825179827539
大路威,1,31,700,2014年12月16日,云南曲靖,2019-7-5 09:12:13,深受跑偏烦恼,0.9798455958201191
